item_id,filename,rouge1_f,rouge2_f,rougeL_f,bleu,llm_output
12,Real_IndianCurrency_012.jpg,0.4,0.08695652173913043,0.31999999999999995,0.013679192123121896,"Authenticity: Fake, DocumentType: IndianCurrency, Reason: Manipulated or edited. Missing 500 annotation or missing emblem or AI generated."
13,Real_IndianCurrency_013.jpg,1.0,0.7142857142857143,0.75,0.38260294162784475,"Authenticity: Real, DocumentType: IndianCurrency, Reason: Geniune. No Manipulation"
14,Real_IndianCurrency_014.jpg,1.0,0.7142857142857143,0.75,0.38260294162784475,"Authenticity: Real, DocumentType: IndianCurrency, Reason: Geniune. No Manipulation"
15,Real_IndianCurrency_015.jpg,1.0,0.7142857142857143,0.75,0.38260294162784475,"Authenticity: Real, DocumentType: IndianCurrency, Reason: Geniune. No Manipulation"
16,Real_IndianCurrency_016.jpg,1.0,0.7142857142857143,0.75,0.38260294162784475,"Authenticity: Real, DocumentType: IndianCurrency, Reason: Geniune. No Manipulation"
17,Real_IndianCurrency_017.jpg,0.4,0.08695652173913043,0.31999999999999995,0.013679192123121896,"Authenticity: Fake, DocumentType: IndianCurrency, Reason: Manipulated or edited. Missing 500 annotation or missing emblem or AI generated."
18,Real_IndianCurrency_018.jpg,1.0,0.7142857142857143,0.75,0.38260294162784475,"Authenticity: Real, DocumentType: IndianCurrency, Reason: Geniune. No Manipulation"
19,Real_IndianCurrency_019.jpg,1.0,0.7142857142857143,0.75,0.38260294162784475,"Authenticity: Real, DocumentType: IndianCurrency, Reason: Geniune. No Manipulation"
20,Real_IndianCurrency_020.jpg,0.4,0.08695652173913043,0.31999999999999995,0.013679192123121896,"Authenticity: Fake, DocumentType: IndianCurrency, Reason: Manipulated or edited. Missing 500 annotation or missing emblem or AI generated."
21,Real_IndianCurrency_021.jpg,1.0,0.7142857142857143,0.75,0.38260294162784475,"Authenticity: Real, DocumentType: IndianCurrency, Reason: Geniune. No Manipulation"
22,Real_IndianCurrency_022.jpg,1.0,0.7142857142857143,0.75,0.38260294162784475,"Authenticity: Real, DocumentType: IndianCurrency, Reason: Geniune. No Manipulation"
23,Real_IndianCurrency_023.jpg,1.0,0.7142857142857143,0.75,0.38260294162784475,"Authenticity: Real, DocumentType: IndianCurrency, Reason: Geniune. No Manipulation"
24,Real_IndianCurrency_024.jpg,1.0,0.7142857142857143,0.75,0.38260294162784475,"Authenticity: Real, DocumentType: IndianCurrency, Reason: Geniune. No Manipulation"
25,Real_IndianCurrency_025.jpg,1.0,0.7142857142857143,0.75,0.38260294162784475,"Authenticity: Real, DocumentType: IndianCurrency, Reason: Geniune. No Manipulation"
26,Real_IndianCurrency_026.jpg,1.0,0.7142857142857143,0.75,0.38260294162784475,"Authenticity: Real, DocumentType: IndianCurrency, Reason: Geniune. No Manipulation"
27,Real_IndianCurrency_027.jpg,1.0,0.7142857142857143,0.75,0.38260294162784475,"Authenticity: Real, DocumentType: IndianCurrency, Reason: Geniune. No Manipulation"
28,Real_IndianCurrency_028.jpg,0.4,0.08695652173913043,0.31999999999999995,0.013679192123121896,"Authenticity: Fake, DocumentType: IndianCurrency, Reason: Manipulated or edited. Missing 500 annotation or missing emblem or AI generated."
29,Real_IndianCurrency_029.jpg,1.0,0.7142857142857143,0.75,0.38260294162784475,"Authenticity: Real, DocumentType: IndianCurrency, Reason: Geniune. No Manipulation"
30,Real_IndianCurrency_030.jpg,1.0,0.7142857142857143,0.75,0.38260294162784475,"Authenticity: Real, DocumentType: IndianCurrency, Reason: Geniune. No Manipulation"
31,Real_IndianCurrency_031.jpg,0.4,0.08695652173913043,0.31999999999999995,0.013679192123121896,"Authenticity: Fake, DocumentType: IndianCurrency, Reason: Manipulated or edited. Missing 500 annotation or missing emblem or AI generated."
32,Real_IndianCurrency_032.jpg,1.0,0.7142857142857143,0.75,0.38260294162784475,"Authenticity: Real, DocumentType: IndianCurrency, Reason: Geniune. No Manipulation"
33,Real_IndianCurrency_033.jpg,0.4,0.08695652173913043,0.31999999999999995,0.013679192123121896,"Authenticity: Fake, DocumentType: IndianCurrency, Reason: Manipulated or edited. Missing 500 annotation or missing emblem or AI generated."
34,Real_IndianCurrency_034.jpg,0.4,0.08695652173913043,0.31999999999999995,0.013679192123121896,"Authenticity: Fake, DocumentType: IndianCurrency, Reason: Manipulated or edited. Missing 500 annotation or missing emblem or AI generated."
35,Real_IndianCurrency_035.jpg,1.0,0.7142857142857143,0.75,0.38260294162784475,"Authenticity: Real, DocumentType: IndianCurrency, Reason: Geniune. No Manipulation"
36,Real_IndianCurrency_036.jpg,1.0,0.7142857142857143,0.75,0.38260294162784475,"Authenticity: Real, DocumentType: IndianCurrency, Reason: Geniune. No Manipulation"
37,Real_IndianCurrency_037.jpg,0.4,0.08695652173913043,0.31999999999999995,0.013679192123121896,"Authenticity: Fake, DocumentType: IndianCurrency, Reason: Manipulated or edited. Missing 500 annotation or missing emblem or AI generated."
38,Real_IndianCurrency_038.jpg,0.4,0.08695652173913043,0.31999999999999995,0.013679192123121896,"Authenticity: Fake, DocumentType: IndianCurrency, Reason: Manipulated or edited. Missing 500 annotation or missing emblem or AI generated."
39,Real_IndianCurrency_039.jpg,1.0,0.7142857142857143,0.75,0.38260294162784475,"Authenticity: Real, DocumentType: IndianCurrency, Reason: Geniune. No Manipulation"
40,Real_IndianCurrency_040.jpg,0.4,0.08695652173913043,0.31999999999999995,0.013679192123121896,"Authenticity: Fake, DocumentType: IndianCurrency, Reason: Manipulated or edited. Missing 500 annotation or missing emblem or AI generated."
41,Real_IndianCurrency_041.jpg,0.4,0.08695652173913043,0.31999999999999995,0.013679192123121896,"Authenticity: Fake, DocumentType: IndianCurrency, Reason: Manipulated or edited. Missing 500 annotation or missing emblem or AI generated."
42,Real_IndianCurrency_042.jpg,0.4,0.08695652173913043,0.31999999999999995,0.013679192123121896,"Authenticity: Fake, DocumentType: IndianCurrency, Reason: Manipulated or edited. Missing 500 annotation or missing emblem or AI generated."
43,Real_IndianCurrency_043.jpg,1.0,0.7142857142857143,0.75,0.38260294162784475,"Authenticity: Real, DocumentType: IndianCurrency, Reason: Geniune. No Manipulation"
44,Real_IndianCurrency_044.jpg,1.0,0.7142857142857143,0.75,0.38260294162784475,"Authenticity: Real, DocumentType: IndianCurrency, Reason: Geniune. No Manipulation"
45,Real_IndianCurrency_045.jpg,0.4,0.08695652173913043,0.31999999999999995,0.013679192123121896,"Authenticity: Fake, DocumentType: IndianCurrency, Reason: Manipulated or edited. Missing 500 annotation or missing emblem or AI generated."
46,Real_IndianCurrency_046.jpg,1.0,0.7142857142857143,0.75,0.38260294162784475,"Authenticity: Real, DocumentType: IndianCurrency, Reason: Geniune. No Manipulation"
47,Real_IndianCurrency_047.jpg,0.4,0.08695652173913043,0.31999999999999995,0.013679192123121896,"Authenticity: Fake, DocumentType: IndianCurrency, Reason: Manipulated or edited. Missing 500 annotation or missing emblem or AI generated."
48,Real_IndianCurrency_048.jpg,0.4,0.08695652173913043,0.31999999999999995,0.013679192123121896,"Authenticity: Fake, DocumentType: IndianCurrency, Reason: Manipulated or edited. Missing 500 annotation or missing emblem or AI generated."
49,Real_IndianCurrency_049.jpg,0.4,0.08695652173913043,0.31999999999999995,0.013679192123121896,"Authenticity: Fake, DocumentType: IndianCurrency, Reason: Manipulated or edited. Missing 500 annotation or missing emblem or AI generated."
50,Real_IndianCurrency_050.jpg,0.4,0.08695652173913043,0.31999999999999995,0.013679192123121896,"Authenticity: Fake, DocumentType: IndianCurrency, Reason: Manipulated or edited. Missing 500 annotation or missing emblem or AI generated."
51,Real_IndianCurrency_051.jpg,1.0,0.7142857142857143,0.75,0.38260294162784475,"Authenticity: Real, DocumentType: IndianCurrency, Reason: Geniune. No Manipulation"
52,Real_IndianCurrency_052.jpg,1.0,0.7142857142857143,0.75,0.38260294162784475,"Authenticity: Real, DocumentType: IndianCurrency, Reason: Geniune. No Manipulation"
53,Real_IndianCurrency_053.jpg,1.0,0.7142857142857143,0.75,0.38260294162784475,"Authenticity: Real, DocumentType: IndianCurrency, Reason: Geniune. No Manipulation"
54,Real_IndianCurrency_054.jpg,0.4,0.08695652173913043,0.31999999999999995,0.013679192123121896,"Authenticity: Fake, DocumentType: IndianCurrency, Reason: Manipulated or edited. Missing 500 annotation or missing emblem or AI generated."
55,Real_IndianCurrency_055.jpg,0.4,0.08695652173913043,0.31999999999999995,0.013679192123121896,"Authenticity: Fake, DocumentType: IndianCurrency, Reason: Manipulated or edited. Missing 500 annotation or missing emblem or AI generated."
56,Real_IndianCurrency_056.jpg,0.4,0.08695652173913043,0.31999999999999995,0.013679192123121896,"Authenticity: Fake, DocumentType: IndianCurrency, Reason: Manipulated or edited. Missing 500 annotation or missing emblem or AI generated."
57,Real_IndianCurrency_057.jpg,1.0,0.7142857142857143,0.75,0.38260294162784475,"Authenticity: Real, DocumentType: IndianCurrency, Reason: Geniune. No Manipulation"
58,Real_IndianCurrency_058.jpg,1.0,0.7142857142857143,0.75,0.38260294162784475,"Authenticity: Real, DocumentType: IndianCurrency, Reason: Geniune. No Manipulation"
59,Real_IndianCurrency_059.jpg,1.0,0.7142857142857143,0.75,0.38260294162784475,"Authenticity: Real, DocumentType: IndianCurrency, Reason: Geniune. No Manipulation"
60,Real_IndianCurrency_060.jpg,1.0,0.7142857142857143,0.75,0.38260294162784475,"Authenticity: Real, DocumentType: IndianCurrency, Reason: Geniune. No Manipulation"
61,Real_IndianCurrency_061.jpg,0.4,0.08695652173913043,0.31999999999999995,0.013679192123121896,"Authenticity: Fake, DocumentType: IndianCurrency, Reason: Manipulated or edited. Missing 500 annotation or missing emblem or AI generated."
62,Real_IndianCurrency_062.jpg,1.0,0.7142857142857143,0.75,0.38260294162784475,"Authenticity: Real, DocumentType: IndianCurrency, Reason: Geniune. No Manipulation"
63,Real_IndianCurrency_063.jpg,1.0,0.7142857142857143,0.75,0.38260294162784475,"Authenticity: Real, DocumentType: IndianCurrency, Reason: Geniune. No Manipulation"
64,Real_IndianCurrency_064.jpg,1.0,0.7142857142857143,0.75,0.38260294162784475,"Authenticity: Real, DocumentType: IndianCurrency, Reason: Geniune. No Manipulation"
65,Real_IndianCurrency_065.jpg,1.0,0.7142857142857143,0.75,0.38260294162784475,"Authenticity: Real, DocumentType: IndianCurrency, Reason: Geniune. No Manipulation"
66,Real_IndianCurrency_066.jpg,0.4,0.08695652173913043,0.31999999999999995,0.013679192123121896,"Authenticity: Fake, DocumentType: IndianCurrency, Reason: Manipulated or edited. Missing 500 annotation or missing emblem or AI generated."
67,Real_IndianCurrency_067.jpg,0.4,0.08695652173913043,0.31999999999999995,0.013679192123121896,"Authenticity: Fake, DocumentType: IndianCurrency, Reason: Manipulated or edited. Missing 500 annotation or missing emblem or AI generated."
68,Real_IndianCurrency_068.jpg,1.0,0.7142857142857143,0.75,0.38260294162784475,"Authenticity: Real, DocumentType: IndianCurrency, Reason: Geniune. No Manipulation"
69,Real_IndianCurrency_069.jpg,1.0,0.7142857142857143,0.75,0.38260294162784475,"Authenticity: Real, DocumentType: IndianCurrency, Reason: Geniune. No Manipulation"
70,Real_IndianCurrency_070.jpg,1.0,0.7142857142857143,0.75,0.38260294162784475,"Authenticity: Real, DocumentType: IndianCurrency, Reason: Geniune. No Manipulation"
71,Real_IndianCurrency_071.jpg,1.0,0.7142857142857143,0.75,0.38260294162784475,"Authenticity: Real, DocumentType: IndianCurrency, Reason: Geniune. No Manipulation"
72,Real_IndianCurrency_072.jpg,1.0,0.7142857142857143,0.75,0.38260294162784475,"Authenticity: Real, DocumentType: IndianCurrency, Reason: Geniune. No Manipulation"
73,Real_IndianCurrency_073.jpg,0.4,0.08695652173913043,0.31999999999999995,0.013679192123121896,"Authenticity: Fake, DocumentType: IndianCurrency, Reason: Manipulated or edited. Missing 500 annotation or missing emblem or AI generated."
74,Real_IndianCurrency_074.jpg,0.4,0.08695652173913043,0.31999999999999995,0.013679192123121896,"Authenticity: Fake, DocumentType: IndianCurrency, Reason: Manipulated or edited. Missing 500 annotation or missing emblem or AI generated."
75,Real_IndianCurrency_075.jpg,1.0,0.7142857142857143,0.75,0.38260294162784475,"Authenticity: Real, DocumentType: IndianCurrency, Reason: Geniune. No Manipulation"
76,Real_IndianCurrency_076.jpg,1.0,0.7142857142857143,0.75,0.38260294162784475,"Authenticity: Real, DocumentType: IndianCurrency, Reason: Geniune. No Manipulation"
77,Real_IndianCurrency_077.jpg,0.4,0.08695652173913043,0.31999999999999995,0.013679192123121896,"Authenticity: Fake, DocumentType: IndianCurrency, Reason: Manipulated or edited. Missing 500 annotation or missing emblem or AI generated."
78,Real_IndianCurrency_078.jpg,0.4,0.08695652173913043,0.31999999999999995,0.013679192123121896,"Authenticity: Fake, DocumentType: IndianCurrency, Reason: Manipulated or edited. Missing 500 annotation or missing emblem or AI generated."
79,Real_IndianCurrency_079.jpg,0.4,0.08695652173913043,0.31999999999999995,0.013679192123121896,"Authenticity: Fake, DocumentType: IndianCurrency, Reason: Manipulated or edited. Missing 500 annotation or missing emblem or AI generated."
80,Real_IndianCurrency_080.jpg,1.0,0.7142857142857143,0.75,0.38260294162784475,"Authenticity: Real, DocumentType: IndianCurrency, Reason: Geniune. No Manipulation"
81,Real_IndianCurrency_081.jpg,0.4,0.08695652173913043,0.31999999999999995,0.013679192123121896,"Authenticity: Fake, DocumentType: IndianCurrency, Reason: Manipulated or edited. Missing 500 annotation or missing emblem or AI generated."
82,Real_IndianCurrency_082.jpg,1.0,0.7142857142857143,0.75,0.38260294162784475,"Authenticity: Real, DocumentType: IndianCurrency, Reason: Geniune. No Manipulation"
83,Real_IndianCurrency_083.jpg,0.4,0.08695652173913043,0.31999999999999995,0.013679192123121896,"Authenticity: Fake, DocumentType: IndianCurrency, Reason: Manipulated or edited. Missing 500 annotation or missing emblem or AI generated."
84,Real_IndianCurrency_084.jpg,0.4,0.08695652173913043,0.31999999999999995,0.013679192123121896,"Authenticity: Fake, DocumentType: IndianCurrency, Reason: Manipulated or edited. Missing 500 annotation or missing emblem or AI generated."
85,Real_IndianCurrency_085.jpg,0.4,0.08695652173913043,0.31999999999999995,0.013679192123121896,"Authenticity: Fake, DocumentType: IndianCurrency, Reason: Manipulated or edited. Missing 500 annotation or missing emblem or AI generated."
86,Real_IndianCurrency_086.jpg,0.4,0.08695652173913043,0.31999999999999995,0.013679192123121896,"Authenticity: Fake, DocumentType: IndianCurrency, Reason: Manipulated or edited. Missing 500 annotation or missing emblem or AI generated."
87,Real_IndianCurrency_087.jpg,0.4,0.08695652173913043,0.31999999999999995,0.013679192123121896,"Authenticity: Fake, DocumentType: IndianCurrency, Reason: Manipulated or edited. Missing 500 annotation or missing emblem or AI generated."
88,Real_IndianCurrency_088.jpg,0.4,0.08695652173913043,0.31999999999999995,0.013679192123121896,"Authenticity: Fake, DocumentType: IndianCurrency, Reason: Manipulated or edited. Missing 500 annotation or missing emblem or AI generated."
89,Real_IndianCurrency_089.jpg,0.4,0.08695652173913043,0.31999999999999995,0.013679192123121896,"Authenticity: Fake, DocumentType: IndianCurrency, Reason: Manipulated or edited. Missing 500 annotation or missing emblem or AI generated."
90,Real_IndianCurrency_090.jpg,0.4,0.08695652173913043,0.31999999999999995,0.013679192123121896,"Authenticity: Fake, DocumentType: IndianCurrency, Reason: Manipulated or edited. Missing 500 annotation or missing emblem or AI generated."
91,Real_IndianCurrency_091.jpg,1.0,0.7142857142857143,0.75,0.38260294162784475,"Authenticity: Real, DocumentType: IndianCurrency, Reason: Geniune. No Manipulation"
92,Real_IndianCurrency_092.jpg,0.4,0.08695652173913043,0.31999999999999995,0.013679192123121896,"Authenticity: Fake, DocumentType: IndianCurrency, Reason: Manipulated or edited. Missing 500 annotation or missing emblem or AI generated."
93,Real_IndianCurrency_093.jpg,0.4,0.08695652173913043,0.31999999999999995,0.013679192123121896,"Authenticity: Fake, DocumentType: IndianCurrency, Reason: Manipulated or edited. Missing 500 annotation or missing emblem or AI generated."
94,Real_IndianCurrency_094.jpg,0.4,0.08695652173913043,0.31999999999999995,0.013679192123121896,"Authenticity: Fake, DocumentType: IndianCurrency, Reason: Manipulated or edited. Missing 500 annotation or missing emblem or AI generated."
95,Real_IndianCurrency_095.jpg,0.4,0.08695652173913043,0.31999999999999995,0.013679192123121896,"Authenticity: Fake, DocumentType: IndianCurrency, Reason: Manipulated or edited. Missing 500 annotation or missing emblem or AI generated."
96,Real_IndianCurrency_096.jpg,0.4,0.08695652173913043,0.31999999999999995,0.013679192123121896,"Authenticity: Fake, DocumentType: IndianCurrency, Reason: Manipulated or edited. Missing 500 annotation or missing emblem or AI generated."
97,Fake_IndianCurrency_001.jpg,1.0,0.875,0.8823529411764706,0.7673071548877978,"Authenticity: Fake, DocumentType: IndianCurrency, Reason: Manipulated or edited. Missing 500 annotation or missing emblem or AI generated."
98,Fake_IndianCurrency_002.jpg,1.0,0.875,0.8823529411764706,0.7673071548877978,"Authenticity: Fake, DocumentType: IndianCurrency, Reason: Manipulated or edited. Missing 500 annotation or missing emblem or AI generated."
99,Fake_IndianCurrency_003.jpg,1.0,0.875,0.8823529411764706,0.7673071548877978,"Authenticity: Fake, DocumentType: IndianCurrency, Reason: Manipulated or edited. Missing 500 annotation or missing emblem or AI generated."
100,Fake_IndianCurrency_004.jpg,1.0,0.875,0.8823529411764706,0.7673071548877978,"Authenticity: Fake, DocumentType: IndianCurrency, Reason: Manipulated or edited. Missing 500 annotation or missing emblem or AI generated."
101,Fake_IndianCurrency_005.jpg,1.0,0.875,0.8823529411764706,0.7673071548877978,"Authenticity: Fake, DocumentType: IndianCurrency, Reason: Manipulated or edited. Missing 500 annotation or missing emblem or AI generated."
102,Fake_IndianCurrency_006.jpg,1.0,0.875,0.8823529411764706,0.7673071548877978,"Authenticity: Fake, DocumentType: IndianCurrency, Reason: Manipulated or edited. Missing 500 annotation or missing emblem or AI generated."
103,Fake_IndianCurrency_007.jpg,1.0,0.875,0.8823529411764706,0.7673071548877978,"Authenticity: Fake, DocumentType: IndianCurrency, Reason: Manipulated or edited. Missing 500 annotation or missing emblem or AI generated."
104,Fake_IndianCurrency_008.jpg,1.0,0.875,0.8823529411764706,0.7673071548877978,"Authenticity: Fake, DocumentType: IndianCurrency, Reason: Manipulated or edited. Missing 500 annotation or missing emblem or AI generated."
105,Fake_IndianCurrency_009.png,1.0,0.875,0.8823529411764706,0.7673071548877978,"Authenticity: Fake, DocumentType: IndianCurrency, Reason: Manipulated or edited. Missing 500 annotation or missing emblem or AI generated."
106,Fake_IndianCurrency_010.png,1.0,0.875,0.8823529411764706,0.7673071548877978,"Authenticity: Fake, DocumentType: IndianCurrency, Reason: Manipulated or edited. Missing 500 annotation or missing emblem or AI generated."
107,Fake_IndianCurrency_011.jpg,1.0,0.875,0.8823529411764706,0.7673071548877978,"Authenticity: Fake, DocumentType: IndianCurrency, Reason: Manipulated or edited. Missing 500 annotation or missing emblem or AI generated."
108,Fake_IndianCurrency_012.jpg,1.0,0.875,0.8823529411764706,0.7673071548877978,"Authenticity: Fake, DocumentType: IndianCurrency, Reason: Manipulated or edited. Missing 500 annotation or missing emblem or AI generated."
109,Fake_IndianCurrency_013.jpg,1.0,0.875,0.8823529411764706,0.7673071548877978,"Authenticity: Fake, DocumentType: IndianCurrency, Reason: Manipulated or edited. Missing 500 annotation or missing emblem or AI generated."
110,Fake_IndianCurrency_014.jpg,1.0,0.875,0.8823529411764706,0.7673071548877978,"Authenticity: Fake, DocumentType: IndianCurrency, Reason: Manipulated or edited. Missing 500 annotation or missing emblem or AI generated."
111,Fake_IndianCurrency_015.jpg,1.0,0.875,0.8823529411764706,0.7673071548877978,"Authenticity: Fake, DocumentType: IndianCurrency, Reason: Manipulated or edited. Missing 500 annotation or missing emblem or AI generated."
112,Fake_IndianCurrency_016.jpg,1.0,0.875,0.8823529411764706,0.7673071548877978,"Authenticity: Fake, DocumentType: IndianCurrency, Reason: Manipulated or edited. Missing 500 annotation or missing emblem or AI generated."
113,Fake_IndianCurrency_017.jpg,1.0,0.875,0.8823529411764706,0.7673071548877978,"Authenticity: Fake, DocumentType: IndianCurrency, Reason: Manipulated or edited. Missing 500 annotation or missing emblem or AI generated."
114,Fake_IndianCurrency_018.jpg,1.0,0.875,0.8823529411764706,0.7673071548877978,"Authenticity: Fake, DocumentType: IndianCurrency, Reason: Manipulated or edited. Missing 500 annotation or missing emblem or AI generated."
115,Fake_IndianCurrency_019.jpg,1.0,0.875,0.8823529411764706,0.7673071548877978,"Authenticity: Fake, DocumentType: IndianCurrency, Reason: Manipulated or edited. Missing 500 annotation or missing emblem or AI generated."
116,Fake_IndianCurrency_020.jpg,1.0,0.875,0.8823529411764706,0.7673071548877978,"Authenticity: Fake, DocumentType: IndianCurrency, Reason: Manipulated or edited. Missing 500 annotation or missing emblem or AI generated."
117,Fake_IndianCurrency_021.jpg,1.0,0.875,0.8823529411764706,0.7673071548877978,"Authenticity: Fake, DocumentType: IndianCurrency, Reason: Manipulated or edited. Missing 500 annotation or missing emblem or AI generated."
118,Fake_IndianCurrency_022.jpg,1.0,0.875,0.8823529411764706,0.7673071548877978,"Authenticity: Fake, DocumentType: IndianCurrency, Reason: Manipulated or edited. Missing 500 annotation or missing emblem or AI generated."
119,Fake_IndianCurrency_023.jpg,1.0,0.875,0.8823529411764706,0.7673071548877978,"Authenticity: Fake, DocumentType: IndianCurrency, Reason: Manipulated or edited. Missing 500 annotation or missing emblem or AI generated."
120,Fake_IndianCurrency_024.jpg,1.0,0.875,0.8823529411764706,0.7673071548877978,"Authenticity: Fake, DocumentType: IndianCurrency, Reason: Manipulated or edited. Missing 500 annotation or missing emblem or AI generated."
121,Fake_IndianCurrency_025.jpg,1.0,0.875,0.8823529411764706,0.7673071548877978,"Authenticity: Fake, DocumentType: IndianCurrency, Reason: Manipulated or edited. Missing 500 annotation or missing emblem or AI generated."
122,Fake_IndianCurrency_026.jpg,1.0,0.875,0.8823529411764706,0.7673071548877978,"Authenticity: Fake, DocumentType: IndianCurrency, Reason: Manipulated or edited. Missing 500 annotation or missing emblem or AI generated."
123,Fake_IndianCurrency_027.jpg,1.0,0.875,0.8823529411764706,0.7673071548877978,"Authenticity: Fake, DocumentType: IndianCurrency, Reason: Manipulated or edited. Missing 500 annotation or missing emblem or AI generated."
124,Fake_IndianCurrency_028.jpg,1.0,0.875,0.8823529411764706,0.7673071548877978,"Authenticity: Fake, DocumentType: IndianCurrency, Reason: Manipulated or edited. Missing 500 annotation or missing emblem or AI generated."
125,Fake_IndianCurrency_029.jpg,1.0,0.875,0.8823529411764706,0.7673071548877978,"Authenticity: Fake, DocumentType: IndianCurrency, Reason: Manipulated or edited. Missing 500 annotation or missing emblem or AI generated."
126,Fake_IndianCurrency_030.jpg,1.0,0.875,0.8823529411764706,0.7673071548877978,"Authenticity: Fake, DocumentType: IndianCurrency, Reason: Manipulated or edited. Missing 500 annotation or missing emblem or AI generated."
127,Fake_IndianCurrency_031.jpg,1.0,0.875,0.8823529411764706,0.7673071548877978,"Authenticity: Fake, DocumentType: IndianCurrency, Reason: Manipulated or edited. Missing 500 annotation or missing emblem or AI generated."
128,Fake_IndianCurrency_032.jpg,1.0,0.875,0.8823529411764706,0.7673071548877978,"Authenticity: Fake, DocumentType: IndianCurrency, Reason: Manipulated or edited. Missing 500 annotation or missing emblem or AI generated."
129,Fake_IndianCurrency_033.jpg,1.0,0.875,0.8823529411764706,0.7673071548877978,"Authenticity: Fake, DocumentType: IndianCurrency, Reason: Manipulated or edited. Missing 500 annotation or missing emblem or AI generated."
130,Fake_IndianCurrency_034.jpg,1.0,0.875,0.8823529411764706,0.7673071548877978,"Authenticity: Fake, DocumentType: IndianCurrency, Reason: Manipulated or edited. Missing 500 annotation or missing emblem or AI generated."
131,Fake_IndianCurrency_035.jpg,1.0,0.875,0.8823529411764706,0.7673071548877978,"Authenticity: Fake, DocumentType: IndianCurrency, Reason: Manipulated or edited. Missing 500 annotation or missing emblem or AI generated."
132,Fake_IndianCurrency_036.jpg,1.0,0.875,0.8823529411764706,0.7673071548877978,"Authenticity: Fake, DocumentType: IndianCurrency, Reason: Manipulated or edited. Missing 500 annotation or missing emblem or AI generated."
133,Fake_IndianCurrency_037.jpg,1.0,0.875,0.8823529411764706,0.7673071548877978,"Authenticity: Fake, DocumentType: IndianCurrency, Reason: Manipulated or edited. Missing 500 annotation or missing emblem or AI generated."
134,Fake_IndianCurrency_038.jpg,1.0,0.875,0.8823529411764706,0.7673071548877978,"Authenticity: Fake, DocumentType: IndianCurrency, Reason: Manipulated or edited. Missing 500 annotation or missing emblem or AI generated."
135,Fake_IndianCurrency_039.jpg,1.0,0.875,0.8823529411764706,0.7673071548877978,"Authenticity: Fake, DocumentType: IndianCurrency, Reason: Manipulated or edited. Missing 500 annotation or missing emblem or AI generated."
136,Fake_IndianCurrency_040.jpg,1.0,0.875,0.8823529411764706,0.7673071548877978,"Authenticity: Fake, DocumentType: IndianCurrency, Reason: Manipulated or edited. Missing 500 annotation or missing emblem or AI generated."
137,Fake_IndianCurrency_041.jpg,1.0,0.875,0.8823529411764706,0.7673071548877978,"Authenticity: Fake, DocumentType: IndianCurrency, Reason: Manipulated or edited. Missing 500 annotation or missing emblem or AI generated."
138,Fake_IndianCurrency_042.jpg,1.0,0.875,0.8823529411764706,0.7673071548877978,"Authenticity: Fake, DocumentType: IndianCurrency, Reason: Manipulated or edited. Missing 500 annotation or missing emblem or AI generated."
139,Fake_IndianCurrency_043.jpg,1.0,0.875,0.8823529411764706,0.7673071548877978,"Authenticity: Fake, DocumentType: IndianCurrency, Reason: Manipulated or edited. Missing 500 annotation or missing emblem or AI generated."
